make_model,body_type,body_type,km,Gearing Type,price
Audi A1,Sedans,Sedans,56013,Automatic,15770
Audi A1,Sedans,Sedans,80000,Automatic,14500
Audi A1,Sedans,Sedans,83450,Automatic,14640
Audi A1,Sedans,Sedans,73000,Automatic,14500
Audi A1,Sedans,Sedans,16200,Automatic,16790
Audi A1,Sedans,Sedans,63668,Automatic,15090
Audi A1,Station wagon,Station wagon,62111,Automatic,16422
Audi A1,Compact,Compact,14986,Automatic,14480
Audi A1,Sedans,Sedans,57000,Automatic,16700
Audi A1,Sedans,Sedans,16103,Automatic,17990
Audi A1,Sedans,Sedans,11300,Automatic,18500
Audi A1,Sedans,Sedans,31600,Automatic,18380
Audi A1,Sedans,Sedans,45764,Automatic,18399
Audi A1,Sedans,Sedans,34914,Automatic,17990
Audi A1,Sedans,Sedans,27000,Automatic,18700
Audi A1,Sedans,Sedans,9752,Automatic,18900
Audi A1,Sedans,Sedans,28408,Automatic,18500
Audi A1,Compact,Compact,50280,Automatic,18400
Audi A1,Sedans,Sedans,13406,Automatic,18500
Audi A1,Sedans,Sedans,51160,Automatic,18500
Audi A1,Sedans,Sedans,15850,Automatic,18500
Audi A1,Sedans,Sedans,17000,Automatic,18900
Audi A1,Sedans,Sedans,9077,Automatic,18850
Audi A1,Sedans,Sedans,3000,Automatic,18500
Audi A1,Sedans,Sedans,115000,Manual,8999
Audi A1,Compact,Compact,84029,Manual,11444
Audi A1,Sedans,Sedans,67800,Manual,11300
Audi A1,Compact,Compact,22000,Manual,11290
Audi A1,Compact,Compact,38400,Manual,11290
Audi A1,Sedans,Sedans,83307,Manual,11440
Audi A1,Compact,Compact,39668,Manual,11445
Audi A1,Sedans,Sedans,30353,Manual,11700
Audi A1,Sedans,Sedans,126000,Manual,11900
Audi A1,Compact,Compact,57500,Manual,11949
Audi A1,Sedans,Sedans,73945,Manual,11890
Audi A1,Sedans,Sedans,96000,Manual,11600
Audi A1,Sedans,Sedans,43120,Manual,11900
Audi A1,Compact,Compact,110715,Manual,11630
Audi A1,Compact,Compact,31971,Manual,11880
Audi A1,Compact,Compact,94800,Manual,11800
Audi A1,Compact,Compact,85000,Manual,11850
Audi A1,Compact,Compact,111265,Manual,11569
Audi A1,Sedans,Sedans,97976,Manual,11490
Audi A1,Sedans,Sedans,106000,Manual,11500
Audi A1,Sedans,Sedans,60000,Manual,11790
Audi A1,Compact,Compact,58000,Manual,11490
Audi A1,Compact,Compact,57454,Manual,11470
Audi A1,Compact,Compact,94055,Manual,11480
Audi A1,Sedans,Sedans,56000,Manual,11180
Audi A1,Sedans,Sedans,27600,Manual,11450
Audi A1,Compact,Compact,111670,Manual,11100
Audi A1,Compact,Compact,30500,Manual,10900
Audi A1,Compact,Compact,69500,Manual,10999
Audi A1,Compact,Compact,43500,Manual,10900
Audi A1,Sedans,Sedans,45696,Manual,10950
Audi A1,Sedans,Sedans,34000,Manual,10800
Audi A1,Sedans,Sedans,55000,Manual,10600
Audi A1,Sedans,Sedans,99000,Manual,10800
Audi A1,Sedans,Sedans,85000,Manual,10300
Audi A1,Sedans,Sedans,192000,Manual,10000
Audi A1,Compact,Compact,130000,Manual,10490
Audi A1,Compact,Compact,41294,Automatic,18900
Audi A1,Sedans,Sedans,64000,Automatic,18900
Audi A1,Sedans,Sedans,13135,Automatic,18900
Audi A1,Sedans,Sedans,4250,Automatic,18900
Audi A1,Sedans,Sedans,2949,Automatic,18890
Audi A1,Compact,Compact,22800,Automatic,18890
Audi A1,Sedans,Sedans,5108,Automatic,18880
Audi A1,Sedans,Sedans,11335,Automatic,18880
Audi A1,Compact,Compact,6396,Automatic,18880
Audi A1,Compact,Compact,47800,Automatic,18880
Audi A1,Compact,Compact,30952,Automatic,18880
Audi A1,Sedans,Sedans,33991,Automatic,18880
Audi A1,Sedans,Sedans,35800,Automatic,18870
Audi A1,Sedans,Sedans,7672,Automatic,18850
Audi A1,Sedans,Sedans,13406,Automatic,18500
Audi A1,Compact,Compact,8430,Automatic,18870
Audi A1,Compact,Compact,40488,Automatic,18497
Audi A1,Compact,Compact,24200,Automatic,18490
Audi A1,Compact,Compact,26500,Automatic,18490
Audi A1,Compact,Compact,58806,Automatic,18490
Audi A1,Sedans,Sedans,39000,Automatic,18500
Audi A1,Sedans,Sedans,16700,Automatic,18490
Audi A1,Sedans,Sedans,41900,Automatic,18490
Audi A1,Compact,Compact,15093,Automatic,18480
Audi A1,Sedans,Sedans,5211,Automatic,18480
Audi A1,Compact,Compact,12000,Automatic,18470
Audi A1,Compact,Compact,50066,Automatic,18444
Audi A1,Compact,Compact,51484,Automatic,18400
Audi A1,Sedans,Sedans,14770,Automatic,18400
Audi A1,Sedans,Sedans,12415,Automatic,18900
Audi A1,Sedans,Sedans,26064,Automatic,18900
Audi A1,Sedans,Sedans,16500,Automatic,18900
Audi A1,Sedans,Sedans,9000,Automatic,18900
Audi A1,Sedans,Sedans,12402,Automatic,18900
Audi A1,Sedans,Sedans,14702,Automatic,18900
Audi A1,Sedans,Sedans,14523,Automatic,18900
Audi A1,Sedans,Sedans,9082,Automatic,18900
Audi A1,Sedans,Sedans,9580,Automatic,18900
Audi A1,Sedans,Sedans,10013,Automatic,18900
Audi A1,Sedans,Sedans,10450,Automatic,18900
Audi A1,Sedans,Sedans,14878,Automatic,18900
Audi A1,Sedans,Sedans,10273,Automatic,18900
Audi A1,Compact,Compact,47500,Automatic,18900
Audi A1,Sedans,Sedans,9466,Automatic,18900
Audi A1,Sedans,Sedans,18971,Automatic,18900
Audi A1,Compact,Compact,31877,Automatic,18900
Audi A1,Sedans,Sedans,9878,Automatic,18900
Audi A1,Compact,Compact,17535,Automatic,18900
Audi A1,Compact,Compact,76264,Automatic,18850
Audi A1,Compact,Compact,6695,Automatic,18850
Audi A1,Sedans,Sedans,21275,Automatic,18850
Audi A1,Sedans,Sedans,12261,Automatic,18850
Audi A1,Sedans,Sedans,3620,Automatic,18840
Audi A1,Sedans,Sedans,8330,Automatic,18800
Audi A1,Compact,Compact,20306,Automatic,18750
Audi A1,Sedans,Sedans,27000,Automatic,18700
Audi A1,Sedans,Sedans,31750,Automatic,18690
Audi A1,Sedans,Sedans,19800,Automatic,18600
Audi A1,Sedans,Sedans,52000,Automatic,18500
Audi A1,Sedans,Sedans,15500,Automatic,18500
Audi A1,Sedans,Sedans,65000,Automatic,18500
Audi A1,Sedans,Sedans,14493,Automatic,18500
Audi A1,Sedans,Sedans,33500,Automatic,18500
Audi A1,Compact,Compact,4800,Automatic,18333
Audi A1,Compact,Compact,51000,Automatic,18350
Audi A1,Sedans,Sedans,7307,Automatic,18349
Audi A1,Compact,Compact,4800,Automatic,18333
Audi A1,Compact,Compact,5500,Automatic,18333
Audi A1,Sedans,Sedans,35500,Automatic,18300
Audi A1,Sedans,Sedans,40000,Automatic,18290
Audi A1,Sedans,Sedans,14551,Automatic,18250
Audi A1,Compact,Compact,26700,Automatic,18185
Audi A1,Sedans,Sedans,8000,Automatic,18150
Audi A1,Compact,Compact,15000,Automatic,18000
Audi A1,Compact,Compact,14436,Automatic,17998
Audi A1,Compact,Compact,72624,Automatic,17998
Audi A1,Sedans,Sedans,13960,Automatic,17990
Audi A1,Sedans,Sedans,40301,Automatic,17990
Audi A1,Compact,Compact,3087,Automatic,17990
Audi A1,Compact,Compact,37626,Automatic,17989
Audi A1,Sedans,Sedans,22980,Automatic,17980
Audi A1,Compact,Compact,57926,Automatic,17980
Audi A1,Compact,Compact,6257,Automatic,17970
Audi A1,Sedans,Sedans,29800,Automatic,17950
Audi A1,Compact,Compact,35816,Automatic,17950
Audi A1,Sedans,Sedans,12960,Automatic,17950
Audi A1,Compact,Compact,8600,Automatic,17950
Audi A1,Sedans,Sedans,14300,Automatic,17950
Audi A1,Sedans,Sedans,9463,Automatic,17944
Audi A1,Compact,Compact,70000,Automatic,17950
Audi A1,Sedans,Sedans,51900,Automatic,17500
Audi A1,Sedans,Sedans,15000,Automatic,17500
Audi A1,Sedans,Sedans,33000,Automatic,17500
Audi A1,Sedans,Sedans,42000,Automatic,17500
Audi A1,Sedans,Sedans,25976,Automatic,17930
Audi A1,Sedans,Sedans,26299,Automatic,17500
Audi A1,Sedans,Sedans,36530,Automatic,17490
Audi A1,Sedans,Sedans,29159,Automatic,17490
Audi A1,Sedans,Sedans,55000,Automatic,17490
Audi A1,Sedans,Sedans,40133,Automatic,17449
Audi A1,Compact,Compact,38562,Automatic,17445
Audi A1,Compact,Compact,7300,Automatic,17444
Audi A1,Station wagon,Station wagon,10457,Automatic,17440
Audi A1,Compact,Compact,38344,Automatic,17450
Audi A1,Sedans,Sedans,45276,Automatic,17445
Audi A1,Compact,Compact,16607,Automatic,17370
Audi A1,Compact,Compact,26462,Automatic,17350
Audi A1,Compact,Compact,62000,Automatic,17900
Audi A1,Compact,Compact,40257,Automatic,17930
Audi A1,Compact,Compact,36709,Automatic,17920
Audi A1,Sedans,Sedans,25330,Automatic,17900
Audi A1,Compact,Compact,10170,Automatic,17900
Audi A1,Sedans,Sedans,12260,Automatic,17900
Audi A1,Sedans,Sedans,13000,Automatic,17900
Audi A1,Sedans,Sedans,63136,Automatic,17900
Audi A1,Sedans,Sedans,23357,Automatic,17900
Audi A1,Compact,Compact,40000,Automatic,17900
Audi A1,Sedans,Sedans,63136,Automatic,17900
Audi A1,Sedans,Sedans,27950,Automatic,17890
Audi A1,Sedans,Sedans,3150,Automatic,16900
Audi A1,Sedans,Sedans,32700,Automatic,16900
Audi A1,Compact,Compact,67790,Automatic,16900
Audi A1,Sedans,Sedans,63500,Automatic,17890
Audi A1,Sedans,Sedans,37702,Automatic,17900
Audi A1,Sedans,Sedans,40164,Automatic,17900
Audi A1,Sedans,Sedans,47750,Automatic,16900
Audi A1,Compact,Compact,39600,Automatic,16890
Audi A1,Sedans,Sedans,29200,Automatic,16890
Audi A1,Sedans,Sedans,32103,Automatic,16880
Audi A1,Compact,Compact,19700,Automatic,16880
Audi A1,Compact,Compact,6680,Automatic,16880
Audi A1,Sedans,Sedans,49100,Automatic,16880
Audi A1,Compact,Compact,30348,Automatic,16879
Audi A1,Compact,Compact,7680,Automatic,16870
Audi A1,Sedans,Sedans,36400,Automatic,16850
Audi A1,Compact,Compact,50200,Automatic,16830
Audi A1,Sedans,Sedans,47500,Automatic,16876
Audi A1,Compact,Compact,24762,Automatic,16820
Audi A1,Sedans,Sedans,36236,Automatic,16800
Audi A1,Sedans,Sedans,18556,Automatic,16780
Audi A1,Compact,Compact,36625,Automatic,16530
Audi A1,Sedans,Sedans,25000,Automatic,16500
Audi A1,Sedans,Sedans,36041,Automatic,16500
Audi A1,Sedans,Sedans,36500,Automatic,16500
Audi A1,Sedans,Sedans,25000,Automatic,16500
Audi A1,Sedans,Sedans,66000,Automatic,16500
Audi A1,Sedans,Sedans,90000,Automatic,16490
Audi A1,Sedans,Sedans,14000,Automatic,16490
Audi A1,Sedans,Sedans,16081,Automatic,16490
Audi A1,Sedans,Sedans,18392,Automatic,16450
Audi A1,Compact,Compact,40800,Automatic,16480
Audi A1,Compact,Compact,60490,Automatic,16480
Audi A1,Compact,Compact,33142,Automatic,16444
Audi A1,Compact,Compact,40500,Automatic,16430
Audi A1,Sedans,Sedans,13819,Automatic,16443
Audi A1,Sedans,Sedans,18800,Automatic,17300
Audi A1,Sedans,Sedans,25000,Automatic,17150
Audi A1,Sedans,Sedans,46000,Automatic,17000
Audi A1,Compact,Compact,31987,Automatic,16999
Audi A1,Sedans,Sedans,57178,Automatic,16995
Audi A1,Sedans,Sedans,36500,Automatic,16990
Audi A1,Compact,Compact,59500,Automatic,16980
Audi A1,Sedans,Sedans,26861,Automatic,16970
Audi A1,Compact,Compact,13200,Automatic,16950
Audi A1,Compact,Compact,19177,Automatic,16975
Audi A1,Compact,Compact,19044,Automatic,16950
Audi A1,Compact,Compact,40500,Automatic,16930
Audi A1,Sedans,Sedans,33000,Automatic,16900
Audi A1,Compact,Compact,21000,Automatic,16900
Audi A1,Sedans,Sedans,58033,Automatic,16900
Audi A1,Sedans,Sedans,12500,Automatic,17890
Audi A1,Sedans,Sedans,36530,Automatic,17890
Audi A1,Compact,Compact,5991,Automatic,17880
Audi A1,Sedans,Sedans,33306,Automatic,17880
Audi A1,Compact,Compact,52896,Automatic,17850
Audi A1,Sedans,Sedans,32000,Automatic,17750
Audi A1,Sedans,Sedans,49198,Automatic,17790
Audi A1,Sedans,Sedans,59000,Automatic,17820
Audi A1,Sedans,Sedans,10300,Automatic,17770
Audi A1,Sedans,Sedans,24550,Automatic,17700
Audi A1,Sedans,Sedans,26000,Automatic,17700
Audi A1,Compact,Compact,24550,Automatic,17700
Audi A1,Compact,Compact,7701,Automatic,17660
Audi A1,Sedans,Sedans,19500,Automatic,17650
Audi A1,Sedans,Sedans,45605,Automatic,17650
Audi A1,Sedans,Sedans,45200,Automatic,17530
Audi A1,Sedans,Sedans,22500,Automatic,17500
Audi A1,Compact,Compact,44585,Automatic,15420
Audi A1,Sedans,Sedans,32750,Automatic,15250
Audi A1,Sedans,Sedans,61980,Automatic,15250
Audi A1,Sedans,Sedans,63668,Automatic,15090
Audi A1,Sedans,Sedans,49600,Automatic,15200
Audi A1,Compact,Compact,76275,Automatic,15180
Audi A1,Sedans,Sedans,46900,Automatic,15380
Audi A1,Sedans,Sedans,63668,Automatic,15090
Audi A1,Sedans,Sedans,63668,Automatic,15090
Audi A1,Sedans,Sedans,63668,Automatic,15090
Audi A1,Sedans,Sedans,63668,Automatic,15090
Audi A1,Sedans,Sedans,63668,Automatic,15090
Audi A1,Sedans,Sedans,63668,Automatic,15090
Audi A1,Sedans,Sedans,63668,Automatic,15090
Audi A1,Sedans,Sedans,63668,Automatic,15090
Audi A1,Sedans,Sedans,10000,Automatic,14250
Audi A1,Sedans,Sedans,63668,Automatic,15090
Audi A1,Sedans,Sedans,49466,Automatic,14450
Audi A1,Sedans,Sedans,63668,Automatic,15090
Audi A1,Compact,Compact,48800,Automatic,14470
Audi A1,Sedans,Sedans,94300,Automatic,14350
Audi A1,Compact,Compact,18600,Automatic,14210
Audi A1,Sedans,Sedans,67278,Automatic,14300
Audi A1,Sedans,Sedans,69850,Automatic,13892
Audi A1,Compact,Compact,46000,Automatic,13990
Audi A1,Sedans,Sedans,10000,Automatic,13950
Audi A1,Sedans,Sedans,108000,Automatic,13900
Audi A1,Sedans,Sedans,63668,Automatic,15090
Audi A1,Sedans,Sedans,63668,Automatic,15090
Audi A1,Sedans,Sedans,63668,Automatic,15090
Audi A1,Sedans,Sedans,63668,Automatic,15090
Audi A1,Sedans,Sedans,63668,Automatic,15090
Audi A1,Sedans,Sedans,63668,Automatic,15090
Audi A1,Sedans,Sedans,63668,Automatic,15090
Audi A1,Sedans,Sedans,63668,Automatic,15090
Audi A1,Sedans,Sedans,63668,Automatic,15090
Audi A1,Sedans,Sedans,63668,Automatic,15090
Audi A1,Sedans,Sedans,63668,Automatic,15090
Audi A1,Sedans,Sedans,63668,Automatic,15090
Audi A1,Sedans,Sedans,63668,Automatic,15090
Audi A1,Sedans,Sedans,63668,Automatic,15090
Audi A1,Sedans,Sedans,63668,Automatic,15090
Audi A1,Sedans,Sedans,78000,Automatic,15000
Audi A1,Compact,Compact,137066,Automatic,14998
Audi A1,Sedans,Sedans,34000,Automatic,14990
Audi A1,Compact,Compact,9600,Automatic,14990
Audi A1,Compact,Compact,88800,Automatic,13880
Audi A1,Sedans,Sedans,59150,Automatic,13500
Audi A1,Sedans,Sedans,110375,Automatic,13480
Audi A1,Sedans,Sedans,26310,Automatic,13450
Audi A1,Sedans,Sedans,65000,Automatic,13250
Audi A1,Compact,Compact,49351,Automatic,14990
Audi A1,Compact,Compact,49351,Automatic,14990
Audi A1,Sedans,Sedans,58380,Automatic,13599
Audi A1,Compact,Compact,49351,Automatic,14990
Audi A1,Compact,Compact,49351,Automatic,14990
Audi A1,Compact,Compact,49351,Automatic,14990
Audi A1,Compact,Compact,49351,Automatic,14990
Audi A1,Compact,Compact,49351,Automatic,14990
Audi A1,Compact,Compact,49351,Automatic,14990
Audi A1,Compact,Compact,49351,Automatic,14990
Audi A1,Compact,Compact,49351,Automatic,14990
Audi A1,Sedans,Sedans,31100,Automatic,15700
Audi A1,Sedans,Sedans,79244,Automatic,15680
Audi A1,Compact,Compact,49351,Automatic,14990
Audi A1,Sedans,Sedans,58722,Automatic,15750
Audi A1,Compact,Compact,49351,Automatic,14990
Audi A1,Compact,Compact,49351,Automatic,14990
Audi A1,Sedans,Sedans,11725,Automatic,15660
Audi A1,Sedans,Sedans,41600,Automatic,15750
Audi A1,Sedans,Sedans,56000,Automatic,11000
Audi A1,Compact,Compact,49351,Automatic,14990
Audi A1,Compact,Compact,49351,Automatic,14990
Audi A1,Compact,Compact,49351,Automatic,14990
Audi A1,Compact,Compact,49351,Automatic,14990
Audi A1,Compact,Compact,49351,Automatic,14990
Audi A1,Compact,Compact,49351,Automatic,14990
Audi A1,Compact,Compact,87300,Automatic,14930
Audi A1,Sedans,Sedans,86698,Automatic,14930
Audi A1,Sedans,Sedans,70000,Automatic,14950
Audi A1,Sedans,Sedans,87300,Automatic,14930
Audi A1,Sedans,Sedans,115900,Automatic,14900
Audi A1,Compact,Compact,25000,Automatic,14850
Audi A1,Compact,Compact,58718,Automatic,14890
Audi A1,Compact,Compact,35730,Automatic,14700
Audi A1,Sedans,Sedans,83450,Automatic,14640
Audi A1,Sedans,Sedans,75000,Automatic,14799
Audi A1,Compact,Compact,49351,Automatic,14990
Audi A1,Compact,Compact,49351,Automatic,14990
Audi A1,Compact,Compact,49351,Automatic,14990
Audi A1,Compact,Compact,49351,Automatic,14990
Audi A1,Compact,Compact,49351,Automatic,14990
Audi A1,Sedans,Sedans,58525,Automatic,16395
Audi A1,Sedans,Sedans,37000,Automatic,16250
Audi A1,Compact,Compact,49351,Automatic,14990
Audi A1,Compact,Compact,53000,Automatic,16290
Audi A1,Compact,Compact,49351,Automatic,14990
Audi A1,Compact,Compact,72761,Automatic,15998
Audi A1,Sedans,Sedans,19000,Automatic,16000
Audi A1,Sedans,Sedans,19068,Automatic,16150
Audi A1,Sedans,Sedans,11000,Automatic,16000
Audi A1,Compact,Compact,33200,Automatic,15993
Audi A1,Sedans,Sedans,45000,Automatic,15990
Audi A1,Compact,Compact,42900,Automatic,15990
Audi A1,Sedans,Sedans,52900,Automatic,15980
Audi A1,Compact,Compact,40500,Automatic,15590
Audi A1,Sedans,Sedans,146140,Automatic,15990
Audi A1,Sedans,Sedans,44300,Automatic,15980
Audi A1,Compact,Compact,9300,Automatic,15990
Audi A1,Compact,Compact,72192,Automatic,15980
Audi A1,Compact,Compact,46123,Automatic,15990
Audi A1,Sedans,Sedans,18150,Automatic,15580
Audi A1,Sedans,Sedans,40528,Automatic,15490
Audi A1,Compact,Compact,104000,Automatic,15500
Audi A1,Sedans,Sedans,63473,Automatic,15500
Audi A1,Compact,Compact,29950,Automatic,15490
Audi A1,Compact,Compact,24030,Automatic,15450
Audi A1,Compact,Compact,36590,Automatic,15450
Audi A1,Compact,Compact,25600,Automatic,15450
Audi A1,Compact,Compact,13776,Automatic,15444
Audi A1,Compact,Compact,34400,Automatic,15960
Audi A1,Sedans,Sedans,34400,Automatic,15960
Audi A1,Compact,Compact,66844,Automatic,15930
Audi A1,Sedans,Sedans,58000,Automatic,15900
Audi A1,Sedans,Sedans,40000,Automatic,15900
Audi A1,Sedans,Sedans,41500,Automatic,15900
Audi A1,Compact,Compact,43255,Automatic,15425
Audi A1,Compact,Compact,49351,Automatic,14990
Audi A1,Compact,Compact,42023,Automatic,15889
Audi A1,Sedans,Sedans,36950,Automatic,15970
Audi A1,Compact,Compact,106829,Automatic,15889
Audi A1,Sedans,Sedans,49880,Automatic,15880
Audi A1,Compact,Compact,50272,Automatic,15850
Audi A1,Compact,Compact,69900,Automatic,15850
Audi A1,Sedans,Sedans,19582,Automatic,15800
Audi A1,Sedans,Sedans,43954,Automatic,15790
Audi A1,Sedans,Sedans,32910,Automatic,15840
Audi A1,Sedans,Sedans,32814,Automatic,15790
Audi A1,Sedans,Sedans,59702,Automatic,15789
Audi A1,Compact,Compact,23211,Automatic,15780
Audi A1,Compact,Compact,97930,Manual,12170
Audi A1,Sedans,Sedans,70000,Manual,12490
Audi A1,Compact,Compact,54392,Manual,12820
Audi A1,Sedans,Sedans,73000,Manual,11950
Audi A1,Sedans,Sedans,111380,Manual,12480
Audi A1,Sedans,Sedans,63350,Manual,12480
Audi A1,Sedans,Sedans,129550,Manual,12480
Audi A1,Sedans,Sedans,28978,Manual,12900
Audi A1,Sedans,Sedans,61220,Manual,13420
Audi A1,Sedans,Sedans,71000,Manual,13490
Audi A1,Sedans,Sedans,24999,Manual,13490
Audi A1,Sedans,Sedans,46400,Manual,13490
Audi A1,Sedans,Sedans,81600,Manual,13680
Audi A1,Sedans,Sedans,65500,Manual,13640
Audi A1,Sedans,Sedans,25950,Manual,13650
Audi A1,Compact,Compact,32779,Manual,13490
Audi A1,Compact,Compact,75800,Manual,13660
Audi A1,Compact,Compact,23450,Manual,13680
Audi A1,Sedans,Sedans,63952,Manual,13750
Audi A1,Sedans,Sedans,34000,Manual,13900
Audi A1,Sedans,Sedans,47155,Manual,13900
Audi A1,Sedans,Sedans,80000,Manual,13900
Audi A1,Compact,Compact,39838,Manual,13900
Audi A1,Compact,Compact,30000,Manual,13890
Audi A1,Compact,Compact,22223,Manual,13890
Audi A1,Compact,Compact,107592,Manual,13890
Audi A1,Compact,Compact,125000,Manual,13890
Audi A1,Sedans,Sedans,20000,Manual,13900
Audi A1,Sedans,Sedans,38900,Manual,13890
Audi A1,Sedans,Sedans,18371,Manual,13890
Audi A1,Sedans,Sedans,18371,Manual,13890
Audi A1,Sedans,Sedans,18371,Manual,13890
Audi A1,Sedans,Sedans,84708,Manual,13940
Audi A1,Sedans,Sedans,115000,Manual,13940
Audi A1,Compact,Compact,58011,Manual,13940
Audi A1,Sedans,Sedans,56989,Manual,13900
Audi A1,Sedans,Sedans,65000,Manual,13900
Audi A1,Compact,Compact,40200,Manual,13900
Audi A1,Sedans,Sedans,59000,Manual,13900
Audi A1,Sedans,Sedans,24978,Manual,13900
Audi A1,Sedans,Sedans,10000,Manual,13900
Audi A1,Sedans,Sedans,100000,Manual,13900
Audi A1,Sedans,Sedans,44000,Manual,13900
Audi A1,Sedans,Sedans,36040,Manual,13900
Audi A1,Compact,Compact,84500,Manual,13900
Audi A1,Compact,Compact,45521,Manual,13900
Audi A1,Compact,Compact,61582,Manual,13900
Audi A1,Compact,Compact,67992,Manual,13900
Audi A1,Sedans,Sedans,49000,Manual,13900
Audi A1,Sedans,Sedans,69347,Manual,13880
Audi A1,Compact,Compact,80120,Manual,13888
Audi A1,Sedans,Sedans,88483,Manual,13880
Audi A1,Sedans,Sedans,51400,Manual,13880
Audi A1,Sedans,Sedans,63150,Manual,13880
Audi A1,Sedans,Sedans,41961,Manual,13880
Audi A1,Sedans,Sedans,63608,Manual,13750
Audi A1,Compact,Compact,41515,Manual,13750
Audi A1,Compact,Compact,91500,Manual,13750
Audi A1,Compact,Compact,62400,Manual,13720
Audi A1,Sedans,Sedans,37000,Manual,13700
Audi A1,Compact,Compact,55850,Manual,13710
Audi A1,Sedans,Sedans,70000,Manual,13700
Audi A1,Sedans,Sedans,70000,Manual,13700
Audi A1,Sedans,Sedans,62500,Manual,13700
Audi A1,Compact,Compact,77000,Manual,13700
Audi A1,Sedans,Sedans,53000,Manual,13700
Audi A1,Sedans,Sedans,39283,Manual,13700
Audi A1,Sedans,Sedans,56539,Manual,13700
Audi A1,Sedans,Sedans,32894,Manual,13690
Audi A1,Compact,Compact,100200,Manual,13685
Audi A1,Sedans,Sedans,15100,Manual,13680
Audi A1,Sedans,Sedans,88879,Manual,13000
Audi A1,Sedans,Sedans,29000,Manual,13000
Audi A1,Sedans,Sedans,29000,Manual,13000
Audi A1,Sedans,Sedans,29000,Manual,13000
Audi A1,Sedans,Sedans,37500,Manual,13000
Audi A1,Sedans,Sedans,28500,Manual,13000
Audi A1,Sedans,Sedans,46689,Manual,13000
Audi A1,Sedans,Sedans,21600,Manual,12999
Audi A1,Sedans,Sedans,16885,Manual,12999
Audi A1,Sedans,Sedans,22500,Manual,12999
Audi A1,Sedans,Sedans,80050,Manual,12999
Audi A1,Sedans,Sedans,17631,Manual,12990
Audi A1,Sedans,Sedans,65550,Manual,12990
Audi A1,Compact,Compact,93543,Manual,13680
Audi A1,Sedans,Sedans,118200,Manual,12990
Audi A1,Sedans,Sedans,62079,Manual,12990
Audi A1,Compact,Compact,33928,Manual,13680
Audi A1,Compact,Compact,92602,Manual,13860
Audi A1,Sedans,Sedans,20680,Manual,13840
Audi A1,Compact,Compact,31284,Manual,13850
Audi A1,Sedans,Sedans,45258,Manual,13850
Audi A1,Sedans,Sedans,45258,Manual,13850
Audi A1,Sedans,Sedans,45258,Manual,13850
Audi A1,Sedans,Sedans,45258,Manual,13850
Audi A1,Compact,Compact,46460,Manual,13830
Audi A1,Compact,Compact,67359,Manual,13820
Audi A1,Compact,Compact,94800,Manual,13800
Audi A1,Compact,Compact,85000,Manual,13800
Audi A1,Sedans,Sedans,31779,Manual,13799
Audi A1,Sedans,Sedans,32264,Manual,13794
Audi A1,Sedans,Sedans,49400,Manual,13790
Audi A1,Sedans,Sedans,57000,Manual,13790
Audi A1,Sedans,Sedans,59835,Manual,12990
Audi A1,Sedans,Sedans,51400,Manual,13780
Audi A1,Sedans,Sedans,65500,Manual,13640
Audi A1,Sedans,Sedans,63250,Manual,13560
Audi A1,Sedans,Sedans,61129,Manual,13550
Audi A1,Compact,Compact,28235,Manual,13770
Audi A1,Sedans,Sedans,103195,Manual,13400
Audi A1,Sedans,Sedans,56917,Manual,13400
Audi A1,Compact,Compact,88497,Manual,13400
Audi A1,Compact,Compact,81431,Manual,13400
Audi A1,Compact,Compact,96063,Manual,13400
Audi A1,Compact,Compact,69815,Manual,13400
Audi A1,Compact,Compact,82813,Manual,13400
Audi A1,Sedans,Sedans,17900,Manual,13390
Audi A1,Compact,Compact,28600,Manual,13390
Audi A1,Compact,Compact,40365,Manual,13350
Audi A1,Compact,Compact,50437,Manual,13380
Audi A1,Sedans,Sedans,52706,Manual,13360
Audi A1,Sedans,Sedans,82089,Manual,13300
Audi A1,Sedans,Sedans,35237,Manual,13295
Audi A1,Sedans,Sedans,64000,Manual,13290
Audi A1,Compact,Compact,19500,Manual,13260
Audi A1,Compact,Compact,29136,Manual,13200
Audi A1,Sedans,Sedans,53000,Manual,13200
Audi A1,Compact,Compact,55800,Manual,13550
Audi A1,Sedans,Sedans,103000,Manual,13500
Audi A1,Compact,Compact,46664,Manual,13500
Audi A1,Sedans,Sedans,8400,Manual,13500
Audi A1,Compact,Compact,92449,Manual,13500
Audi A1,Compact,Compact,34100,Manual,13500
Audi A1,Sedans,Sedans,50707,Manual,13500
Audi A1,Compact,Compact,81340,Manual,13500
Audi A1,Sedans,Sedans,66500,Manual,13200
Audi A1,Compact,Compact,46200,Manual,12989
Audi A1,Sedans,Sedans,65849,Manual,12985
Audi A1,Sedans,Sedans,92350,Manual,12980
Audi A1,Compact,Compact,42906,Manual,12980
Audi A1,Sedans,Sedans,53980,Manual,12980
Audi A1,Sedans,Sedans,100000,Manual,12950
Audi A1,Sedans,Sedans,41250,Manual,12950
Audi A1,Sedans,Sedans,27600,Manual,12950
Audi A1,Station wagon,Station wagon,23311,Manual,12950
Audi A1,Compact,Compact,168000,Manual,12950
Audi A1,Sedans,Sedans,55100,Manual,12950
Audi A1,Compact,Compact,52291,Manual,12930
Audi A1,Compact,Compact,76000,Manual,12900
Audi A1,Compact,Compact,33983,Manual,13490
Audi A1,Sedans,Sedans,137145,Manual,13490
